title,link,salary,company,com_type,area,post_time,exp_level,edu_level,job_type
Foreign Teacher Manager,http://jobleadchina.com/job/2648,30K/MTH - 50K/MTH,Prospects Associates,Consultancy/Legal/Admin,Beijing,"Post time: September 20, 2018",Experience: Mid-Senior Level,Bachelor,Full-time
Xinjiang Urumqi International Kindergarten / Presc,http://jobleadchina.com/job/2645,15K/MTH - 20K/MTH,LCAIS,School,Beijing,"Post time: September 20, 2018",Experience: Entry Level,Bachelor,Full-time
English Teacher Wanted,http://jobleadchina.com/job/1980,15000K/MTH - 20000K/MTH,BBMS,Consultancy/Legal/Admin,Shenzhen,"Post time: September 18, 2018",Experience: Entry Level,Any education,Full-time
English Teacher in China,http://jobleadchina.com/job/1935,15000K/MTH - 20000K/MTH,BBMS,Consultancy/Legal/Admin,Shenzhen,"Post time: September 18, 2018",Experience: Entry Level,Any education,Full-time
ESL TEACHERS REQUIRED ,http://jobleadchina.com/job/2623,15000K/MTH - 25000K/MTH,MALLHAHA,Outsourcing,Beijing,"Post time: September 17, 2018",Experience: Entry Level,Bachelor,Full-time
USKid online teacher,http://jobleadchina.com/job/2622,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: September 17, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
start in oct -fulltime native teacher,http://jobleadchina.com/job/2614,20K/MTH - 25K/MTH,BeneBaby,Teaching Center,Shenzhen,"Post time: September 14, 2018",Experience: Associate,Bachelor,Full-time
USKid online teacher,http://jobleadchina.com/job/2606,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: September 13, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
Field Trainer at EtonKids,http://jobleadchina.com/job/2600,25K/MTH - 30K/MTH,JingJobs,Consultancy/Legal/Admin,Beijing,"Post time: September 12, 2018",Experience: Director,Any education,Full-time
Full-Time English Teachers are needed now,http://jobleadchina.com/job/2589,14K/MTH - 14K/MTH,Relevant,Outsourcing,Chengdu,"Post time: September 11, 2018",Experience: Associate,Bachelor,Full-time
Full-Time English Teachers are needed now,http://jobleadchina.com/job/2588,14K/MTH - 14K/MTH,Relevant,Outsourcing,Chengdu,"Post time: September 11, 2018",Experience: Associate,Bachelor,Full-time
USKid online teacher,http://jobleadchina.com/job/2582,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: September 11, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
Summer camp English Drama Teacher,http://jobleadchina.com/job/2581,10K/MTH - 15K/MTH,Blue Lake Camp,Teaching Center,Others,"Post time: September 10, 2018",Experience: Associate,Bachelor,Part-time
Summer camp coach,http://jobleadchina.com/job/2580,10K/MTH - 20K/MTH,Blue Lake Camp,Teaching Center,Others,"Post time: September 10, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
Summer camp coach,http://jobleadchina.com/job/2579,10K/MTH - 20K/MTH,Blue Lake Camp,Teaching Center,Others,"Post time: September 10, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
USKid online teacher,http://jobleadchina.com/job/2576,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: September 10, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
English Teacher(PX）-Full Time,http://jobleadchina.com/job/2571,15K/MTH - 20K/MTH,Scholastic,Teaching Center,Others,"Post time: September 07, 2018",Experience: Entry Level,Any education,Full-time
USKid online teacher,http://jobleadchina.com/job/2569,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: September 07, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
English teacher,http://jobleadchina.com/job/2565,15K/MTH - 22K/MTH,IBOBI,Teaching Center,Shenzhen,"Post time: September 07, 2018",Experience: Associate,Bachelor,Full-time
USKid online teacher,http://jobleadchina.com/job/2561,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: September 06, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
English teacher for kids,http://jobleadchina.com/job/2542,13K/MTH - 16K/MTH,Imagine Education Group,Teaching Center,Wuhan,"Post time: September 04, 2018",Experience: Entry Level,Bachelor,Full-time
English teacher of kids,http://jobleadchina.com/job/2541,13000K/MTH - 16000K/MTH,Imagine Education Group,Teaching Center,Wuhan,"Post time: September 04, 2018",Experience: Entry Level,Bachelor,Full-time
USKid online teacher,http://jobleadchina.com/job/2540,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: September 04, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
USKid online teacher,http://jobleadchina.com/job/2536,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: September 04, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
25K-28K(after tax)for native English teachers in B,http://jobleadchina.com/job/2518,25000K/MTH - 28000K/MTH,51Laoy,School,Beijing,"Post time: August 30, 2018",Experience: Mid-Senior Level,Bachelor,Full-time
USKid online teacher,http://jobleadchina.com/job/2517,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: August 30, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
Beijing International Preschool is looking for ful,http://jobleadchina.com/job/2508,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 29, 2018",Experience: Entry Level,Bachelor,Full-time
USKid online teacher,http://jobleadchina.com/job/2506,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: August 29, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
USKid online teacher,http://jobleadchina.com/job/2499,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: August 28, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
Beijing ChangPing district International Preschool,http://jobleadchina.com/job/2497,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 27, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing ChangPing district International Preschool,http://jobleadchina.com/job/2496,14K/MTH - 20K/MTH,LCAIS,School,Beijing,"Post time: August 26, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing ChangPing district International Preschool,http://jobleadchina.com/job/2494,16K/MTH - 20K/MTH,LCAIS,School,Beijing,"Post time: August 25, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing ChangPing district International Preschool,http://jobleadchina.com/job/2490,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 24, 2018",Experience: Entry Level,Bachelor,Full-time
USKid online teacher,http://jobleadchina.com/job/2485,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: August 23, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
Beijing ChangPing International Preschool is looki,http://jobleadchina.com/job/2484,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 23, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing ChangPing International Preschool is looki,http://jobleadchina.com/job/2483,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 22, 2018",Experience: Entry Level,Bachelor,Full-time
USKid online teacher,http://jobleadchina.com/job/2481,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: August 22, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
Urgent recruitment of ESL teacher for a public hig,http://jobleadchina.com/job/2098,14K/MTH - 18K/MTH,Expert International Education,School,Others,"Post time: August 22, 2018",Experience: Associate,Any education,Full-time
Beijing ChangPing/Shandong District International ,http://jobleadchina.com/job/2477,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 21, 2018",Experience: Entry Level,Bachelor,Full-time
Kindergarten Teacher,http://jobleadchina.com/job/2476,13K/MTH - 18K/MTH,OCEG,School,Others,"Post time: August 20, 2018",Experience: Entry Level,Any education,Full-time
USKid online teacher,http://jobleadchina.com/job/2475,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: August 20, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
Beijing ChangPing/Chaoyang District International ,http://jobleadchina.com/job/2474,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 20, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing International Kindergarten / Preschool Eng,http://jobleadchina.com/job/2473,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 17, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing ChaoYang/ChangPing District International ,http://jobleadchina.com/job/2472,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 16, 2018",Experience: Entry Level,Bachelor,Full-time
Foreign English teacher wanted,http://jobleadchina.com/job/2471,5K/MTH - 15K/MTH,Fluent   English,Teaching Center,Beijing,"Post time: August 15, 2018",Experience: Associate,Bachelor,Part-time
Beijing Chaoyang/ChangPing District International ,http://jobleadchina.com/job/2470,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 15, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing Chaoyang/ChangPing District International ,http://jobleadchina.com/job/2469,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 14, 2018",Experience: Entry Level,Bachelor,Full-time
USKid online teacher,http://jobleadchina.com/job/2467,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: August 13, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
Beijing Chaoyang/ChangPing District International ,http://jobleadchina.com/job/2466,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 13, 2018",Experience: Entry Level,Bachelor,Full-time
kindergarden in xi'an need English teacher asap!!!,http://jobleadchina.com/job/2463,12K/MTH - 17K/MTH,Field Education,School,Xi'an,"Post time: August 12, 2018",Experience: Mid-Senior Level,Bachelor,Full-time
Public high school need foreign teacher urgrntly,http://jobleadchina.com/job/2462,10K/MTH - 15K/MTH,Field Education,School,Beijing,"Post time: August 12, 2018",Experience: Director,Bachelor,Full-time
Beijing ChangPing/Chaoyang District International ,http://jobleadchina.com/job/2453,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 10, 2018",Experience: Entry Level,Bachelor,Full-time
English teacher,http://jobleadchina.com/job/2452,15K/MTH - 25K/MTH,Peking Imperial Academy,School,Others,"Post time: August 10, 2018",Experience: Entry Level,Bachelor,Full-time
Sports Coach,http://jobleadchina.com/job/2274,1K/MTH - 10K/MTH,Timess,Teaching Center,Others,"Post time: August 09, 2018",Experience: Entry Level,Any education,Part-time
Sports Coach,http://jobleadchina.com/job/2275,1K/MTH - 10K/MTH,Timess,Teaching Center,Nanjing,"Post time: August 09, 2018",Experience: Entry Level,Any education,Part-time
USKid online teacher,http://jobleadchina.com/job/2441,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: August 09, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
Beijing ChangPing/Chaoyang District International ,http://jobleadchina.com/job/2439,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 09, 2018",Experience: Entry Level,Bachelor,Full-time
English teacher,http://jobleadchina.com/job/2438,15K/MTH - 25K/MTH,Peking Imperial Academy,School,Others,"Post time: August 09, 2018",Experience: Associate,Any education,Full-time
Beijing ChangPing/Chaoyang International Kindergar,http://jobleadchina.com/job/2432,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 08, 2018",Experience: Entry Level,Bachelor,Full-time
USKid online teacher,http://jobleadchina.com/job/2425,0K/MTH - 10000K/MTH,USKid,Teaching Center,Beijing,"Post time: August 07, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
18000-23000 RMB for ESL  Teachers in Beijing,http://jobleadchina.com/job/2415,15000K/MTH - 21000K/MTH,51Laoy,School,Beijing,"Post time: August 07, 2018",Experience: Associate,Bachelor,Full-time
Beijing International Kindergarten / Preschool Eng,http://jobleadchina.com/job/2414,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 07, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing Chaoyang District International Kindergart,http://jobleadchina.com/job/2406,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 06, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing ChangPing District International Kindergar,http://jobleadchina.com/job/2399,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: August 03, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing ChangPing District International Kindergar,http://jobleadchina.com/job/2382,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: July 31, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing ChangPing District International Kindergar,http://jobleadchina.com/job/2377,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: July 30, 2018",Experience: Entry Level,Bachelor,Full-time
18000-23000 RMB for ESL  Teachers in Beijing,http://jobleadchina.com/job/2375,18000K/MTH - 23000K/MTH,51Laoy,School,Beijing,"Post time: July 30, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing ChangPing District International Kindergar,http://jobleadchina.com/job/2370,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: July 27, 2018",Experience: Entry Level,Bachelor,Full-time
FOREIGN TEACHER POSITION AVAILABLE,http://jobleadchina.com/job/2368,6000K/MTH - 18000K/MTH,Tianshuo Education,Consultancy/Legal/Admin,Others,"Post time: July 26, 2018",Experience: Executive,Bachelor,Full-time
Beijing ChangPing District International Kindergar,http://jobleadchina.com/job/2367,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: July 26, 2018",Experience: Entry Level,Bachelor,Full-time
18000-23000 RMB for ESL  Teachers ,http://jobleadchina.com/job/2366,18000K/MTH - 23000K/MTH,51Laoy,School,Beijing,"Post time: July 25, 2018",Experience: Associate,Bachelor,Full-time
18000-23000 RMB for ESL  Teachers in Beijing,http://jobleadchina.com/job/2359,18000K/MTH - 23000K/MTH,51Laoy,School,Beijing,"Post time: July 24, 2018",Experience: Associate,Master,Full-time
Beijing Chaoyang District International Kindergart,http://jobleadchina.com/job/2357,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: July 24, 2018",Experience: Entry Level,Bachelor,Full-time
18000-23000 RMB for ESL  Teachers ,http://jobleadchina.com/job/2348,18000K/MTH - 23000K/MTH,51Laoy,School,Beijing,"Post time: July 24, 2018",Experience: Associate,Bachelor,Full-time
Beijing ChangPing International Kindergarten / Pre,http://jobleadchina.com/job/2340,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: July 23, 2018",Experience: Entry Level,Bachelor,Full-time
English Teacher,http://jobleadchina.com/job/2145,14K/MTH - 17K/MTH,Spirit Kids Royal English,Teaching Center,Guangzhou,"Post time: July 20, 2018",Experience: Entry Level,Any education,Full-time
English Teacher,http://jobleadchina.com/job/2177,14K/MTH - 17K/MTH,Spirit Kids Royal English,Teaching Center,Guangzhou,"Post time: July 20, 2018",Experience: Entry Level,Any education,Full-time
English teachers,http://jobleadchina.com/job/1759,16000K/MTH - 20000K/MTH,51Laoy,School,Beijing,"Post time: July 19, 2018",Experience: Associate,Any education,Full-time
18000-23000 RMB for ESL  Teachers ,http://jobleadchina.com/job/2335,18000K/MTH - 23000K/MTH,51Laoy,School,Beijing,"Post time: July 19, 2018",Experience: Mid-Senior Level,Bachelor,Full-time
Beijing ChangePing District International Kinderga,http://jobleadchina.com/job/2333,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: July 19, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing ChangPing District International Kindergar,http://jobleadchina.com/job/2332,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: July 18, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing/Urumqi/Shandong International Kindergarten,http://jobleadchina.com/job/2323,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: July 16, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing/Urumqi/Shandong International Kindergarten,http://jobleadchina.com/job/2321,16K/MTH - 25K/MTH,LCAIS,School,Others,"Post time: July 13, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing/Urumqi/Shandong International Kindergarten,http://jobleadchina.com/job/2300,16K/MTH - 22K/MTH,LCAIS,School,Others,"Post time: July 12, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing/Urumqi/Shandong International Kindergarten,http://jobleadchina.com/job/2299,16K/MTH - 25K/MTH,LCAIS,School,Others,"Post time: July 12, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing/Urumqi/Shandong International Kindergarten,http://jobleadchina.com/job/2267,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: July 09, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing/Urumqi/Shandong International Kindergarten,http://jobleadchina.com/job/2249,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: July 06, 2018",Experience: Entry Level,Bachelor,Full-time
SCHOLAR TREE ENGLISH TEACHER (3-12Y),http://jobleadchina.com/job/2242,16K/MTH - 24K/MTH,New Pathway,Teaching Center,Chengdu,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,Full-time
KINDERGARTEN TO 6TH GRADE TEACHER,http://jobleadchina.com/job/2241,16K/MTH - 24K/MTH,New Pathway,Teaching Center,Shenzhen,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,Full-time
English Teacher for Kids,http://jobleadchina.com/job/2240,18K/MTH - 24K/MTH,New Pathway,Teaching Center,Chengdu,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,Full-time
English Teacher for Kids,http://jobleadchina.com/job/2239,18000K/MTH - 24000K/MTH,New Pathway,Teaching Center,Chengdu,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing International Kindergarten / Preschool Eng,http://jobleadchina.com/job/2232,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing International Kindergarten / Preschool Eng,http://jobleadchina.com/job/2231,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing International Kindergarten / Preschool Eng,http://jobleadchina.com/job/2230,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,Full-time
Beijing International Kindergarten / Preschool Eng,http://jobleadchina.com/job/2229,16K/MTH - 25K/MTH,LCAIS,School,Beijing,"Post time: July 05, 2018",Experience: Entry Level,Bachelor,Full-time
Part time tutor needed in shanghai,http://jobleadchina.com/job/2222,15K/MTH - 16K/MTH,Tiandao Edu,Consultancy/Legal/Admin,Shanghai,"Post time: July 03, 2018",Experience: Mid-Senior Level,Bachelor,Part-time
English Teacher,http://jobleadchina.com/job/2209,15000K/MTH - 20000K/MTH,ZENITH International Kindergarten,School,Guangzhou,"Post time: July 02, 2018",Experience: Entry Level,Any education,Full-time
Homeroom teacher for K-G2,http://jobleadchina.com/job/2207,20K/MTH - 40K/MTH,T-school,School,Beijing,"Post time: July 02, 2018",Experience: Executive,Bachelor,Full-time
